StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q65_Browser,Q65_Version,Q65_Operating System,Q65_Resolution,1_importance,1_newsworthy,1_familiarity,1_observedFrequency,1_desiredFrequency,2_importance,2_newsworthy,2_familiarity,2_observedFrequency,2_desiredFrequency,3_importance,3_newsworthy,3_familiarity,3_observedFrequency,3_desiredFrequency,4_importance,4_newsworthy,4_familiarity,4_observedFrequency,4_desiredFrequency,5_importance,5_newsworthy,5_familiarity,5_observedFrequency,5_desiredFrequency,6_importance,6_newsworthy,6_familiarity,6_observedFrequency,6_desiredFrequency,7_importance,7_newsworthy,7_familiarity,7_observedFrequency,7_desiredFrequency,8_importance,8_newsworthy,8_familiarity,8_observedFrequency,8_desiredFrequency,9_importance,9_newsworthy,9_familiarity,9_observedFrequency,9_desiredFrequency,10_importance,10_newsworthy,10_familiarity,10_observedFrequency,10_desiredFrequency,11_importance,11_newsworthy,11_familiarity,11_observedFrequency,11_desiredFrequency,12_importance,12_newsworthy,12_familiarity,12_observedFrequency,12_desiredFrequency,13_importance,13_newsworthy,13_familiarity,13_observedFrequency,13_desiredFrequency,14_importance,14_newsworthy,14_familiarity,14_observedFrequency,14_desiredFrequency,15_importance,15_newsworthy,15_familiarity,15_observedFrequency,15_desiredFrequency,16_importance,16_newsworthy,16_familiarity,16_observedFrequency,16_desiredFrequency,17_importance,17_newsworthy,17_familiarity,17_observedFrequency,17_desiredFrequency,18_importance,18_newsworthy,18_familiarity,18_observedFrequency,18_desiredFrequency,19_importance,19_newsworthy,19_familiarity,19_observedFrequency,19_desiredFrequency,20_importance,20_newsworthy,20_familiarity,20_observedFrequency,20_desiredFrequency,21_importance,21_newsworthy,21_familiarity,21_observedFrequency,21_desiredFrequency,22_importance,22_newsworthy,22_familiarity,22_observedFrequency,22_desiredFrequency,23_importance,23_newsworthy,23_familiarity,23_observedFrequency,23_desiredFrequency,24_importance,24_newsworthy,24_familiarity,24_observedFrequency,24_desiredFrequency,25_importance,25_newsworthy,25_familiarity,25_observedFrequency,25_desiredFrequency,26_importance,26_newsworthy,26_familiarity,26_observedFrequency,26_desiredFrequency,27_importance,27_newsworthy,27_familiarity,27_observedFrequency,27_desiredFrequency,28_importance,28_newsworthy,28_familiarity,28_observedFrequency,28_desiredFrequency,Age,Gender,Gender_6_TEXT,Education,Income,Ethnicity,Ethnicity_6_TEXT,god,Random,Google,Comments,Length,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,endloop
2022-08-02 19:05:40,2022-08-02 19:09:31,IP Address,67.149.213.236,100,230,True,2022-08-02 19:09:31,R_3JqNVi7to8pNqip,"","","","",30.1999,-85.8122,anonymous,EN,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1366x768,Very low importance,Low newsworthiness,Know a Fair Amount,Multiple times daily,"Less news about """"${lm://Field/1}""""",Very high importance,Very high newsworthiness,Know a Fair Amount,Multiple times daily,"The same amount of news about """"${lm://Field/1}""""",Very high importance,Very high newsworthiness,Know a Fair Amount,Daily,"The same amount of news about """"${lm://Field/1}""""","","","","","",Some Importance,Some newsworthiness,Know a Little,Daily,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Know a Little,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",52,Male,"",Master's degree,"$40,000 to $49,999",White/Caucasian,"",6,Yes,No,I follow the news a lot such as reading the news on Google News and Facebook feed.  I follow local news on my Facebook feed such as WJHG and My Panhandle News.,5 minutes,"","","","","","","","","","",0
2022-08-02 19:02:44,2022-08-02 19:09:31,IP Address,207.229.175.113,100,406,True,2022-08-02 19:09:32,R_2Y3XaGj4Jf6crPC,"","","","",41.9703,-87.664,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1229x692,"","","","","","","","","","","","","","","",High Importance,Very high newsworthiness,Know a Fair Amount,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",High Importance,Very high newsworthiness,Know a Fair Amount,Just once or twice this month,"More news about """"${lm://Field/1}""""",Very high importance,Very high newsworthiness,Know a Fair Amount,About one every other week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Fair Amount,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",High Importance,Very high newsworthiness,Know a Fair Amount,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",38,Female,"",Bachelor's degree in college (4-year),"$60,000 to $69,999",Other,south asian,Very Much   7,Yes,No,"","","","","","","","","","","","",0
2022-08-02 19:06:59,2022-08-02 19:09:37,IP Address,72.192.79.107,100,158,True,2022-08-02 19:09:38,R_2QQfDsta8986VAt,"","","","",36.122,-95.9183,anonymous,EN,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,2400x1350,"","","","","","","","","","",High Importance,High newsworthiness,Know a Fair Amount,A few times a week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Fair Amount,About one per week,"More news about """"${lm://Field/1}""""","","","","","",High Importance,Some newsworthiness,Know a Fair Amount,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Heard of It,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","",Some Importance,Some newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",33,Male,"",Bachelor's degree in college (4-year),"$50,000 to $59,999",White/Caucasian,"",2,No,No,I like the interesting topics,5 minutes,"","","","","","","","","","",0
2022-08-02 19:06:48,2022-08-02 19:09:58,IP Address,74.193.158.166,100,189,True,2022-08-02 19:09:58,R_3PzQQ6XudWrPAan,"","","","",30.8298,-93.2728,anonymous,EN,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1366x768,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know a Little,About one every other week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Low newsworthiness,Know a Little,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",Some Importance,Some newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Low importance,Low newsworthiness,Know a Little,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",33,Male,"",Master's degree,"$60,000 to $69,999",White/Caucasian,"",6,No,No,"",5 minutes,"","","","","","","","","","",0
2022-08-02 19:05:39,2022-08-02 19:10:00,IP Address,198.77.155.252,100,261,True,2022-08-02 19:10:01,R_3nJCxTVcgA83aQ7,"","","","",34.1057,-118.3286,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,"","","","","","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know a Little,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Fair Amount,A few times a week,"Less news about """"${lm://Field/1}""""",Low importance,Some newsworthiness,Know a Little,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",34,Male,"",Some college but no degree,"$60,000 to $69,999",White/Caucasian,"",5,No,No,"",5min,"","","","","","","","","","",0
2022-08-02 19:05:48,2022-08-02 19:11:09,IP Address,104.230.92.90,100,321,True,2022-08-02 19:11:10,R_29oew0rgcaCTuFQ,"","","","",39.7531,-84.2507,anonymous,EN,Chrome,102.0.0.0,CrOS aarch64 14695.107.0,1366x768,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","",Some Importance,Some newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""",57,Female,"",Some college but no degree,"$30,000 to $39,999",Black or African American,"",6,No,No,None,Seven minutes,"","","","","","","","","","",0
2022-08-02 19:07:51,2022-08-02 19:11:31,IP Address,47.157.68.186,100,219,True,2022-08-02 19:11:32,R_3j2NRy3NH6h5jRS,"","","","",33.9263,-118.0034,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1920x1200,"","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know It Well,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","",Very high importance,Very high newsworthiness,Know It Well,A few times a week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Know a Little,A few times a week,"Less news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",43,Female,"",Bachelor's degree in college (4-year),"$150,000 or more",White/Caucasian,"",6,No,No,"I thought this was an interesting survey, I think I have taken a similar one about how much news articles I see about current events before and I liked it as well.",About 3 minutes,"","","","","","","","","","",0
2022-08-02 19:08:57,2022-08-02 19:11:57,IP Address,67.204.140.69,100,180,True,2022-08-02 19:11:58,R_A0by2tCSs9ZzJxT,"","","","",44.2762,-121.1847,anonymous,EN,Safari iPad,15.6,iPad,820x1180,"","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,Daily,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Know a Little,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",Very high importance,Very high newsworthiness,Know It Well,Multiple times daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",No importance,No newsworthiness,Know a Little,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54,Female,"",Some college but no degree,"$100,000 to $149,999",White/Caucasian,"",Not at all   0,No,No,"","","","","","","","","","","","",0
2022-08-02 19:07:59,2022-08-02 19:11:58,IP Address,68.83.94.9,100,238,True,2022-08-02 19:11:58,R_PCoEkTXBNlwhMlj,"","","","",40.0305,-74.9528,anonymous,EN,Chrome,104.0.0.0,Windows NT 10.0,1366x768,"","","","","",Some Importance,Some newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,Daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Fair Amount,About one per week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",No importance,No newsworthiness,Know It Well,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",50,Male,"",Associate degree in college (2-year),"$30,000 to $39,999",Black or African American,"",Very Much   7,No,No,none,3min,"","","","","","","","","","",0
2022-08-02 19:03:38,2022-08-02 19:11:58,IP Address,47.227.176.65,100,500,True,2022-08-02 19:11:59,R_2Bs2Al7gHBTeGRG,"","","","",39.9573,-86.277,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1366x768,"","","","","","","","","","","","","","","","","","","","",Very high importance,High newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,About one per week,"Less news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",Low importance,Some newsworthiness,Know a Fair Amount,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",No importance,No newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","",40,Female,"",Master's degree,"$20,000 to $29,999",White/Caucasian,"",Very Much   7,No,No,It was an interesting survey.,8 minutes,"","","","","","","","","","",0
2022-08-02 19:10:45,2022-08-02 19:13:02,IP Address,75.88.70.111,100,136,True,2022-08-02 19:13:02,R_pbByRfQrUVSbq2R,"","","","",40.5899,-98.3914,anonymous,EN,Edge,103.0.1264.62,Windows NT 10.0,1920x1080,"","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",High Importance,Some newsworthiness,Heard of It,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","",Very low importance,Very low newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Never Heard of It,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",27,Male,"","Professional degree (JD, MD)","$80,000 to $89,999",White/Caucasian,"",5,No,No,"",2 minutes,"","","","","","","","","","",0
2022-08-02 19:10:08,2022-08-02 19:13:43,IP Address,104.12.54.24,100,215,True,2022-08-02 19:13:44,R_1NFBJkAGsngVQbv,"","","","",26.6165,-80.0444,anonymous,EN,Safari,13.1.1,Macintosh,1280x800,"","","","","","","","","","",Very high importance,High newsworthiness,Know It Well,Daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know It Well,A few times a week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,About one per week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,Multiple times daily,"Less news about """"${lm://Field/1}""""",No importance,Very low newsworthiness,Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",43,Male,"",Master's degree,"$100,000 to $149,999",White/Caucasian,"",2,No,No,"",5 minutes,"","","","","","","","","","",0
2022-08-02 19:09:47,2022-08-02 19:13:54,IP Address,76.190.233.198,100,247,True,2022-08-02 19:13:55,R_Y3laPSCr1IAdI77,"","","","",41.2307,-80.4539,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1366x768,"","","","","",High Importance,High newsworthiness,Know It Well,Multiple times daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",Very low importance,Very low newsworthiness,Know a Fair Amount,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Fair Amount,Daily,"The same amount of news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know It Well,Daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43,Male,"",High school graduate (high school diploma or equivalent including GED),"$20,000 to $29,999",White/Caucasian,"",Very Much   7,No,No,"",6 minutes.,"","","","","","","","","","",0
2022-08-02 19:07:23,2022-08-02 19:14:24,IP Address,204.98.64.46,100,421,True,2022-08-02 19:14:24,R_XizIanzadDbVdJv,"","","","",36.1172,-115.0528,anonymous,EN,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1366x768,"","","","","",Very high importance,Very high newsworthiness,Know It Well,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","",High Importance,Very high newsworthiness,Know a Little,A few times a week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Very low newsworthiness,Know a Fair Amount,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",No importance,Very low newsworthiness,Know a Fair Amount,A few times a week,"Less news about """"${lm://Field/1}""""",57,Male,"",Bachelor's degree in college (4-year),"$30,000 to $39,999",White/Caucasian,"",Very Much   7,No,No,"",7 minutes,"","","","","","","","","","",0
2022-08-02 19:12:34,2022-08-02 19:14:31,IP Address,99.179.120.158,100,117,True,2022-08-02 19:14:32,R_3DtHTENoqVXvntR,"","","","",39.1918,-96.5818,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,High Importance,High newsworthiness,Never Heard of It,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Low newsworthiness,Know a Little,None at all this month,"Less news about """"${lm://Field/1}""""",No importance,No newsworthiness,Know a Fair Amount,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Low importance,Low newsworthiness,Know a Little,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",28,Female,"",Master's degree,"$60,000 to $69,999",White/Caucasian,"",Not at all   0,No,No,"",6 minutes,"","","","","","","","","","",0
2022-08-02 19:11:11,2022-08-02 19:14:40,IP Address,24.191.62.85,100,209,True,2022-08-02 19:14:41,R_11dcpfbogJ9cz1Y,"","","","",40.8105,-73.0416,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Low importance,Low newsworthiness,Heard of It,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","",No importance,No newsworthiness,Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",No importance,No newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",52,Male,"",Bachelor's degree in college (4-year),"$20,000 to $29,999",White/Caucasian,"",Not at all   0,No,No,"",10 min,"","","","","","","","","","",0
2022-08-02 19:11:20,2022-08-02 19:14:53,IP Address,68.224.66.90,100,212,True,2022-08-02 19:14:53,R_2SucV2zQEYasLfh,"","","","",36.0383,-115.1446,anonymous,EN,Chrome,103.0.5060.134,Macintosh,1920x1080,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Very low newsworthiness,Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""",High Importance,Some newsworthiness,Know a Fair Amount,Daily,"Less news about """"${lm://Field/1}""""",No importance,No newsworthiness,Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Know a Fair Amount,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49,Male,"",Associate degree in college (2-year),"$60,000 to $69,999",White/Caucasian,"",5,No,No,none,six minutes ,"","","","","","","","","","",0
2022-08-02 19:10:51,2022-08-02 19:14:54,IP Address,108.34.215.20,100,243,True,2022-08-02 19:14:55,R_1ihdk8sb6Mk0VeU,"","","","",41.8307,-71.3982,anonymous,EN,Firefox,103.0,Windows NT 10.0,1280x720,"","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Little,Daily,"The same amount of news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know a Little,Daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",High Importance,High newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44,Prefer not to answer,"",Bachelor's degree in college (4-year),"$60,000 to $69,999",White/Caucasian,"",Not at all   0,No,No,None,4 minutes,"","","","","","","","","","",0
2022-08-02 19:12:02,2022-08-02 19:15:16,IP Address,72.203.165.206,100,194,True,2022-08-02 19:15:16,R_8AGj6sm96G04U01,"","","","",30.5179,-87.2253,anonymous,EN,Chrome,103.0.0.0,Android 11,412x915,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""",Low importance,Some newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Low importance,Low newsworthiness,Know a Little,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Heard of It,About one per week,"The same amount of news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know It Well,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",50,Female,"",Bachelor's degree in college (4-year),"$60,000 to $69,999",Black or African American,"",Very Much   7,No,No,Very interesting study ,5 minutes ,"","","","","","","","","","",0
2022-08-02 19:13:04,2022-08-02 19:16:04,IP Address,216.96.74.138,100,179,True,2022-08-02 19:16:04,R_1hWIw2Kwt1g8jDh,"","","","",31.1823,-83.7641,anonymous,EN,Chrome,103.0.0.0,Macintosh,1440x900,"","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Fair Amount,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know It Well,About one every other week,"More news about """"${lm://Field/1}""""","","","","","","","","","","",Low importance,Low newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know It Well,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","",29,Male,"",Bachelor's degree in college (4-year),"$60,000 to $69,999",White/Caucasian,"",Very Much   7,No,No,"",Three minutes ,"","","","","","","","","","",0
2022-08-02 19:12:55,2022-08-02 19:16:12,IP Address,98.220.94.68,100,196,True,2022-08-02 19:16:12,R_3oA8Z0u1gixOOQj,"","","","",42.2578,-89.0261,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1366x768,"","","","","",Some Importance,Low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Know a Little,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",No importance,No newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","",No importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",36,Female,"",High school graduate (high school diploma or equivalent including GED),"$50,000 to $59,999",White/Caucasian,"",5,No,No,"",3  minutes,"","","","","","","","","","",0
2022-08-02 19:14:23,2022-08-02 19:16:19,IP Address,67.189.163.19,100,115,True,2022-08-02 19:16:19,R_2PhCjNI4Qds9rtz,"","","","",41.4426,-73.6764,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1366x768,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Know It Well,About one per week,"More news about """"${lm://Field/1}""""",High Importance,Low newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""",Some Importance,High newsworthiness,Never Heard of It,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very high importance,Some newsworthiness,Know a Fair Amount,About one every other week,"More news about """"${lm://Field/1}""""","","","","","","","","","","",Very high importance,Some newsworthiness,Know a Fair Amount,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",32,Male,"",Master's degree,"$70,000 to $79,999",Black or African American,"",6,Yes,Yes,"","","","","","","","","","","","",0
