user_id,age,aot_changebeliefs,aot_evidenceconflicts,aot_loyalbeliefs,aot_maintainbeliefs,aot_regardlesstopic,aot_trueimportant,comments,covidvaccine,crt_1050printer,crt_emilyaprilmay,crt_markadam28,crt_moldbread40,crt_passsecondplace,crt_sheep158died,economicissuespref,ethnicity,gender,politicalposition,politicalpref,random,ses_educationlevel,ses_educationyears,ses_income,ses_ladder,socialmedia_accuracyimportance,socialmedia_followers,socialmedia_following,socialmedia_sharepolitics,socialmedia_usefreq,socialissuespref,studyduration,aot
1653930541288_zbfi9,29,2,2,2,2,2,2,no,6,10,emily,8,39,1,8,2,white-caucasian,female,1,2,no,5,16,1,7,4,450,600,2,5,2,16,5
1653930549352_0pb2d,46,3,2,3,2,1,6,"",1,10,Emily,8,39,2,8,5,white-caucasian,male,2,6,no,5,16,9,7,1,705,8,1,4,5,7,4.16666666666667
1653930578975_lypj2,28,1,1,1,1,1,1,"",6,10,Emily,4,20,2,8,1,black-african-american;asian,female,1,3,no,5,16,3,3,5,200,500,2,3,1,13,6
1653930586747_ky1z4,26,4,4,3,4,3,3,Not at this time.,6,10,Emily,8,39,2,8,3,white-caucasian,male,3,4,no,3,14,2,2,1,200,200,1,5,3,8,3.5
1653930599219_3ljei,30,4,4,4,4,4,4,"",6,50,Emily,8,24,1,8,3,other,male,4,3,no,5,16,7,5,3,5,2,1,4,3,7,3
1653930745143_60j66,66,1,2,2,1,1,1,"",6,50,june,8,20,1,8,1,white-caucasian,male,1,1,no,2,15,1,2,5,0,0,0,1,1,14,5.66666666666667
1653930778987_6dbot,25,2,2,1,3,6,1,no,6,10,EMily,4,39,2,8,1,white-caucasian,other,1,1,no,4,14,5,4,5,8,42,2,5,1,30,4.5
1653930779988_c79m6,40,3,3,3,3,3,2,"I would add a dislike button, because I would have disliked a lot of them. ",6,10,Emily,4,20,2,8,3,white-caucasian,male,1,2,no,5,16,4,4,5,53,53,2,4,1,23,4.16666666666667
1653930841019_f1t4e,33,2,2,2,2,2,1,no,6,10,Emily,8,20,2,8,3,prefer-not-to-say,female,1,3,no,5,16,5,5,1,30,100,1,5,3,8,5.16666666666667
1653930919264_zqs7i,33,5,5,4,4,3,1,NO,6,50,Emily,8,20,2,8,3,black-african-american,female,3,3,no,2,2,4,1,3,2971,1419,2,5,3,29,3.33333333333333
1653930963203_913xu,25,4,3,4,3,3,3,I personally don't share articles on social media because of potential backlash from friends. ,6,50,Emily,8,39,1,7,2,asian,male,1,3,no,6,17,7,7,1,495,515,1,5,2,24,3.66666666666667
1653930978798_sog4u,37,1,1,1,1,1,1,Why did your gender question specify transgender people as trans but not cisgender people as cis.,6,10,Emily,4,39,2,8,2,white-caucasian,female,1,2,no,5,17,7,4,4,20,50,2,5,1,17,6
1653931011689_7t2zh,47,4,3,5,4,5,6,feel free,6,50,Emily,8,39,2,8,5,white-caucasian,female,2,6,yes,6,18,4,9,5,7,7,2,5,5,17,2.5
1653931105264_n6mtf,26,4,4,5,3,3,3,None,1,10,June,8,20,1,8,4,white-caucasian,male,3,4,no,5,16,7,6,4,137,6,2,5,4,12,3.33333333333333
1653931119605_5o5kb,40,3,3,2,3,3,2,no,1,10,Emily,8,39,2,8,5,white-caucasian;american-indian-alaska-native,female,2,6,no,2,16,6,5,5,150,3,2,5,5,9,4.33333333333333
1653931270924_j2g4b,34,5,4,2,4,3,2,"",1,50,June,8,39,2,7,4,white-caucasian,male,2,5,no,2,12,3,2,5,450,200,2,5,4,11,3.66666666666667
1653931320626_wiwzt,26,4,3,3,4,2,3,"",6,10,Emily,4,39,2,8,1,white-caucasian,female,1,1,no,5,16,5,6,4,70,170,2,5,1,15,3.83333333333333
1653931341759_j9jrq,50,2,2,3,2,2,2,"",2,50,June,8,80,1,7,1,white-caucasian,female,1,1,no,4,15,1,5,3,410,10,1,5,1,6,4.83333333333333
1653931408382_m4fns,36,4,3,3,3,2,2,No,1,10,Emily,8,20,1,7,4,white-caucasian,female,2,4,no,0,18,7,5,5,430,250,1,5,4,11,4.16666666666667
1653931529199_1eayv,25,4,4,3,3,3,2,no,6,10,Emily,4,39,2,8,2,black-african-american,female,1,1,no,5,18,5,5,4,2493,150,2,5,2,16,3.83333333333333
1653931531955_oopx6,57,5,5,3,4,3,1,"",1,50,Emily,8,20,1,8,4,white-caucasian,female,3,4,no,6,18,2,3,5,2268,3200,2,4,3,10,3.5
1653931557301_nmasl,59,5,5,2,2,2,2,"",1,10,Emily,8,39,2,8,5,white-caucasian,female,2,6,no,4,15,1,6,5,1087,2207,2,5,5,13,4
1653931584282_kj9zz,26,4,4,3,4,2,1,"None, thank you",1,50,EMILY,8,20,2,8,2,white-caucasian,male,3,3,no,4,13,6,5,4,2500,400,1,5,2,12,4
1653931601364_jjii3,39,3,3,3,3,2,3,"",6,10,June,4,39,2,8,2,white-caucasian,female,3,3,no,2,13,1,3,4,156,140,2,5,2,31,4.16666666666667
1653931662736_k3jij,44,4,4,2,4,4,4,No,6,10,Emily,12,39,1,8,2,white-caucasian,female,1,2,no,6,24,1,5,5,400,1,1,4,2,9,3.33333333333333
1653931800228_tlcu6,54,4,5,3,3,3,3,no,3,50,Emily,8,20,1,7,3,black-african-american,female,1,3,no,3,15,,3,4,0,1,1,3,3,20,3.5
1653931879747_woppx,29,5,4,4,5,4,3,"",4,50,emily,8,20,2,7,2,american-indian-alaska-native,male,1,2,no,3,12,6,8,4,4000,1,2,5,2,13,2.83333333333333
1653931888994_mvecp,35,5,4,4,4,2,2,no,6,50,june,8,20,1,7,1,white-caucasian,female,1,1,no,2,12,1,3,5,300,250,1,5,1,8,3.5
1653931893468_pw430,43,2,3,2,2,2,1,None,4,10,Emily,8,20,1,8,3,white-caucasian,male,1,2,yes,6,6,8,4,3,0,0,0,1,2,8,5
1653931929130_damzj,52,3,2,6,3,2,2,"",6,10,Emily,4,39,2,8,2,white-caucasian,male,3,3,no,5,17,1,6,1,41,3,2,4,2,10,4
1653931963722_0wp3k,62,1,1,1,1,1,1,"",6,10,Emily,8,39,1,8,2,white-caucasian,female,1,1,no,5,19,6,7,5,3,5,2,5,1,22,6
1653931981951_n60xo,32,3,4,1,1,1,1,no,6,10,emily,4,39,1,8,4,white-caucasian,male,1,3,no,4,16,2,7,1,1,15,1,5,2,10,5.16666666666667
1653932123393_r2our,21,4,4,3,4,4,2,"",6,50,Emily,4,39,2,8,2,white-caucasian,female,3,3,no,4,14,0,3,5,304,50,2,5,2,14,3.5
1653932181164_r4jzz,50,6,5,5,5,4,3,n/a,6,50,June,8,20,2,7,2,black-african-american,male,2,3,no,6,19,1,6,5,563,346,2,5,4,18,2.33333333333333
1653932224977_zlqii,27,3,3,5,3,2,2,"",6,50,Emily,4,39,1,8,1,white-caucasian,female,1,1,no,5,17,6,7,5,509,477,2,5,1,12,4
1653932319293_iaeg5,42,5,1,4,3,1,3,NO COMMENTS,3,0.5,EMILY,8,39,1,8,3,white-caucasian,female,1,1,yes,5,16,8,7,4,5,2,2,4,3,28,4.16666666666667
1653932451780_6dnzx,23,5,3,5,1,1,1,no comments,4,10,emily,8,20,2,8,1,white-caucasian,female,1,1,no,4,13,2,4,3,216,394,1,5,1,18,4.33333333333333
1653932467955_1e8b5,34,3,3,3,3,2,2,no,1,10,Emily,8,20,2,8,5,white-caucasian,female,2,6,no,5,16,8,4,5,300,100,2,5,5,22,4.33333333333333
1653932568433_m3rdr,41,4,3,4,4,5,4,Better survey,6,50,Emily,8,41,1,7,1,white-caucasian,male,1,1,yes,5,16,3,9,4,120,3,2,3,1,15,3
1653932635216_djr1o,40,5,2,3,5,2,1,No,1,5,Emily,8,20,2,8,3,black-african-american,female,3,3,no,2,0,5,3,5,2500,10,2,5,3,15,4
1653932694153_fu46s,53,3,4,2,3,2,2,no,6,50,June,8,39,2,8,4,white-caucasian,female,2,4,no,5,17,1,6,1,650,1,1,4,4,14,4.33333333333333
1653932719800_1xnk3,25,5,2,2,5,4,3,No,6,10,Emily,4,39,2,7,3,white-caucasian,male,1,2,no,5,19,8,5,4,600,150,2,5,2,30,3.5
1653932740631_nm00u,61,1,1,2,1,1,1,"",6,10,Emily,4,39,2,8,1,white-caucasian,male,1,1,no,4,14,0,2,1,3000,1500,1,5,1,10,5.83333333333333
1653932767341_58m6g,22,3,5,4,4,5,4,none,6,50,june,8,20,1,8,3,asian,male,2,4,no,5,16,1,6,5,200,15,2,5,3,8,2.83333333333333
1653932777004_rkh0z,26,5,6,2,2,3,2,n/a,6,50,June,4,39,2,8,1,black-african-american,male,3,3,no,5,16,6,6,1,300,400,1,4,1,15,3.66666666666667
1653932797420_p2a2w,44,2,2,2,1,2,1,"",6,10,Emily,4,39,2,8,3,white-caucasian,female,3,3,no,5,16,5,5,5,1793,6500,2,4,1,15,5.33333333333333
1653932897142_3lb9m,32,6,5,5,4,5,4,None.,6,50,Emily,8,20,1,15,3,black-african-american,female,1,1,yes,6,16,5,6,4,6,2,2,3,1,7,2.16666666666667
1653932957122_9rt4p,34,3,2,3,3,3,3,"No, thank you!",1,50,Emily,4,39,2,8,3,white-caucasian;asian;native-hawaiian-pacific-islander,female,3,3,no,5,18,1,2,4,0,0,0,1,3,16,4.16666666666667
1653932962666_n78b0,29,2,2,2,3,2,2,"",6,50,June,8,20,1,8,2,white-caucasian;asian,female,1,2,no,5,4,6,3,4,1300,900,1,5,2,7,4.83333333333333
1653933118911_4z917,52,2,2,3,2,2,2,"",6,10,Emily,4,20,2,8,2,white-caucasian,male,3,3,no,4,14,5,4,2,7,1,2,2,4,17,4.83333333333333
1653933119533_aomyw,35,3,2,2,4,2,1,"",6,50,Emily,8,39,2,8,2,white-caucasian,male,3,3,no,5,16,1,3,4,10,50,1,5,1,10,4.66666666666667
1653933161492_kbsa3,44,3,3,3,3,2,2,"",6,10,Emily,4,39,2,8,3,white-caucasian,female,3,3,no,4,15,1,7,5,200,200,1,5,3,14,4.33333333333333
1653933218028_hosui,47,2,3,2,2,2,2,none,6,50,June,4,39,2,8,4,white-caucasian,male,3,4,no,6,18,,8,5,330,0,1,5,4,10,4.83333333333333
1653933260510_nhwqf,47,5,5,5,5,3,3,Thank you!!,6,10,Emily,8,39,2,8,2,white-caucasian,male,1,1,no,3,14,4,4,5,147,311,2,5,2,23,2.66666666666667
1653933273941_bm7qp,32,4,4,4,4,4,4,"",1,50,June,8,20,1,7,3,black-african-american,female,3,3,no,5,4,6,5,1,665,1011,1,5,3,33,3
1653933357820_j5a79,68,2,2,4,2,2,1,no,1,10,Emily,4,39,2,8,5,other,male,4,4,no,5,17,4,1,4,100,1,2,5,5,18,4.83333333333333
1653933525916_pu4gd,50,4,2,3,2,1,1,Thanks!,6,10,Emily,4,39,2,8,3,asian,male,3,4,no,6,28,3,4,4,150,250,2,4,5,12,4.83333333333333
1653933615025_2y5o5,41,3,3,3,2,2,2,"",6,50,June,4,20,2,8,1,white-caucasian,male,1,1,yes,6,18,1,6,5,114,522,2,5,1,12,4.5
1653933679749_79a48,31,4,1,2,3,1,1,"I hate America so fucking much. I would do anything to make enough money to get a permanent visa to a better country, ANYTHING.",6,50,June,4,39,1,8,3,white-caucasian,trans-female,4,3,no,4,13,0,2,4,423,52,1,4,3,17,5
1653933821776_cy56c,44,2,1,3,2,1,1,No,6,50,Emily,8,39,2,8,1,white-caucasian,male,3,3,no,5,20,9,6,5,90,500,2,5,1,12,5.33333333333333
1653933832009_r1xho,30,6,6,4,5,4,1,"",6,10,Emily,8,39,2,8,2,black-african-american,female,1,3,no,2,12,4,4,5,3000,1000,1,5,2,35,2.66666666666667
1653934129064_txmqc,34,4,3,2,1,5,5,Nope. ,6,50,Emily,8,39,1,8,2,white-caucasian,male,1,2,no,5,16,8,6,4,1500,500,2,5,2,9,3.66666666666667
1653934157036_g5n3u,47,1,1,1,1,1,1,Well done,6,10,Emily,4,39,2,8,2,other,male,3,3,no,6,22,1,8,5,330,20,1,5,2,17,6
1653934385394_fscse,35,4,4,3,3,3,2,Nope,6,10,Emily,8,39,2,8,4,"",male,2,4,no,6,17,1,7,4,120,25,2,5,4,9,3.83333333333333
1653935116665_6giaj,34,2,3,2,2,2,2,No,1,10,Emily,8,3,2,8,1,white-caucasian,female,1,3,no,4,14,1,2,4,4000,3000,1,3,3,25,4.83333333333333
1653936383001_yv8r3,35,2,1,2,1,1,1,none,2,50,Emily,4,20,2,8,2,black-african-american,female,2,5,no,5,16,9,5,3,1534,2,2,5,5,15,5.66666666666667
1653936447865_4v4fp,41,1,1,1,1,1,1,Great study!  Was easy to browse the feed as if I was using social media.  At the end the questions started to get a little repetitive but not too bad.  Good luck in your research!,6,10,Emily,4,39,1,8,4,white-caucasian,male,1,3,no,6,20,1,6,1,50,15,2,4,1,15,6
1653937082887_a86d9,43,4,4,4,4,4,4,"",1,50,June,8,39,2,8,4,white-caucasian,male,3,4,no,4,12,5,3,3,200,300,2,5,5,7,3
1653941802273_lppbe,41,5,2,4,2,2,2,no,6,50,Emily,8,20,1,8,1,white-caucasian,female,3,1,no,6,19,0,3,1,5,2,0,2,1,14,4.16666666666667
1653944021849_vmdr4,37,4,3,3,4,3,2,none,2,10,Emily,4,20,1,8,4,white-caucasian,female,2,4,no,4,12,1,7,5,2000,400,2,5,4,18,3.83333333333333
1654004989262_9lo11,39,4,2,5,4,2,2,"",6,50,June,8,20,1,8,1,white-caucasian,male,1,3,no,5,15,1,2,1,2,5,1,2,2,14,3.83333333333333
1654019189402_ebjvk,38,1,1,1,1,1,1,"",6,10,Emily,4,39,2,8,4,white-caucasian,male,1,2,no,5,16,5,5,5,862,1940,2,5,2,14,6
1654019202590_r5ba9,31,1,1,1,1,1,1,"",6,10,June,8,39,2,7,1,white-caucasian,male,1,1,no,5,16,3,3,5,30,100,1,5,1,10,6
1654019217166_q1hwi,61,2,2,1,2,2,1,"",6,10,emily,7,39,2,8,2,white-caucasian,male,1,2,no,5,16,7,5,2,10,25,2,5,2,8,5.33333333333333
1654019218381_ub6k5,37,5,5,2,4,4,2,"",1,50,Emily,8,20,1,8,5,white-caucasian,female,2,6,no,2,13,5,6,4,150,400,1,5,5,7,3.33333333333333
1654019250309_iu6h5,33,6,6,6,6,6,6,no,1,50,Emily,8,39,1,7,5,white-caucasian,male,3,6,no,4,18,1,4,5,169,190,2,5,5,8,1
1654019259896_qsuse,22,4,4,2,1,3,2,"",6,10,Emily,4,39,2,8,1,white-caucasian,male,1,1,no,5,16,0,4,5,605,550,2,5,1,8,4.33333333333333
1654019273659_n0vr2,38,4,3,3,4,3,2,"",1,10,Emily,4,39,2,8,4,white-caucasian,male,3,4,no,5,16,5,2,4,350,2,2,5,2,11,3.83333333333333
1654019281636_7rup9,56,4,4,4,4,4,4,None,1,10,Emily,8,20,2,8,5,white-caucasian,female,2,6,no,6,12,6,6,3,12,20,2,4,5,29,3
1654019282914_f9vq6,51,1,3,1,1,1,1,no,6,10,Emily,8,39,2,8,5,white-caucasian,male,2,6,no,5,16,9,6,5,300,5,1,4,4,15,5.66666666666667
1654019288142_anzvf,41,3,3,4,2,1,1,"",6,10,Emily,24,39,2,8,4,white-caucasian,male,3,5,no,4,15,6,6,4,758,1395,1,5,5,10,4.66666666666667
1654019289068_50cl5,21,5,3,2,5,3,2,nope,6,50,Emily,24,39,2,8,2,white-caucasian,female,1,2,no,4,3,1,6,5,1006,990,2,5,2,11,3.66666666666667
1654019289624_grpmt,39,2,2,2,1,2,1,"",6,10,emily,4,39,2,8,3,asian,male,1,2,no,5,17,1,1,5,5,20,2,5,2,8,5.33333333333333
1654019292180_3kqm7,25,3,3,1,2,1,1,no,3,10,Emily,4,39,2,8,5,white-caucasian,female,2,5,no,5,17,1,6,5,0,0,0,1,5,13,5.16666666666667
1654019296831_1dmpr,25,4,5,2,3,2,1,NO,1,10,Emily,4,39,2,8,5,white-caucasian,female,3,4,no,4,15,3,3,4,0,0,0,1,2,9,4.16666666666667
1654019298078_z6qgm,51,1,1,1,1,1,1,No,6,10,Emily,8,39,2,8,1,white-caucasian,male,1,1,no,3,14,8,5,5,25,60,1,4,1,12,6
1654019298079_i01oq,30,3,4,3,3,2,2,"",6,50,Emily,4,39,2,6,1,white-caucasian,female,1,1,no,4,13,2,1,5,50,263,2,5,1,14,4.16666666666667
1654019299368_xcvml,45,3,2,2,5,2,2,no,6,50,Emily,8,20,1,8,2,white-caucasian,female,1,2,no,3,2,5,3,5,119,1,1,5,2,55,4.33333333333333
1654019300874_7zk5z,54,3,2,3,3,3,2,"",6,10,Emily,4,39,2,8,4,white-caucasian,male,3,4,no,5,18,8,6,5,600,5,1,5,4,10,4.33333333333333
1654019316460_nrh0j,29,3,3,3,3,3,2,"",6,10,Emily,5,41,2,8,4,black-african-american,female,1,2,no,6,7,6,4,2,1323,1500,2,5,3,17,4.16666666666667
1654019319119_dmvf0,22,4,4,4,4,4,3,"",6,10,Emily,4,39,2,8,2,white-caucasian,male,1,2,no,4,15,1,9,1,1200,1000,1,5,1,7,3.16666666666667
1654019325598_au7nm,32,4,4,4,4,4,4,no,6,50,Emily,8,15,2,8,2,white-caucasian,male,1,3,no,5,17,1,7,2,1500,10,1,5,2,29,3
1654019331723_gogzw,44,2,3,2,2,2,2,no,6,10,Emily,4,39,2,8,4,white-caucasian;asian,male,3,3,no,5,16,1,7,5,750,500,2,4,1,20,4.83333333333333
1654019351291_6zz0m,24,2,2,2,2,2,2,"",3,10,Emily,8,39,2,8,1,white-caucasian,male,3,1,no,2,13,0,3,3,5,5,2,5,1,9,5
1654019352014_rpvql,39,5,4,4,5,4,5,none,6,50,june,8,20,2,8,2,white-caucasian,male,2,4,no,2,12,1,3,4,10,20,2,4,2,20,2.5
1654019352269_sarc0,35,4,2,2,4,1,1,"",6,10,Emily,8,39,1,8,1,white-caucasian,female,1,1,no,5,6,2,2,5,25,3,2,5,1,13,4.66666666666667
1654019355279_2zcgt,49,2,2,1,2,2,1,I've never heard of monkey pox until this survey.,6,10,Emily,8,39,2,8,2,white-caucasian,female,3,3,no,4,13,5,5,5,150,150,2,5,2,12,5.33333333333333
1654019367368_5e07k,62,2,2,2,2,2,2,no,6,50,Emily,8,20,1,8,1,black-african-american,female,1,1,no,5,16,6,4,5,600,500,2,5,1,15,5
1654019373374_qpt5i,52,2,2,2,2,2,2,"",6,10,Emily,4,39,2,8,4,white-caucasian,female,2,5,no,5,16,7,7,2,50,75,1,5,4,12,5
1654019375187_0m9ag,29,4,4,5,4,4,4,No,6,50,Emily,8,39,1,8,2,white-caucasian,female,1,3,no,5,16,5,6,4,560,430,2,5,2,13,2.83333333333333
1654019375916_3ju7l,44,4,4,4,4,4,4,nope,6,10,emily,8,39,2,8,3,white-caucasian,male,3,3,no,4,15,7,4,1,100,1,1,5,3,6,3
1654019400961_8ilq8,26,5,2,4,4,2,2,"",6,50,June,8,39,1,8,1,white-caucasian,male,1,1,no,6,18,9,7,1,0,0,0,1,2,9,3.83333333333333
1654019415284_ujt08,57,4,4,4,3,3,2,no,1,50,emily,8,20,2,8,5,white-caucasian,male,3,5,no,3,12,5,4,3,373,17,2,5,4,19,3.66666666666667
1654019421410_vhx22,28,6,5,6,6,5,3,"",6,50,Emily,8,20,2,7,3,black-african-american,female,1,1,no,4,14,3,5,1,700,500,1,5,4,12,1.83333333333333
1654019441014_3kqnx,40,4,5,4,3,4,4,"This was a very interesting study, well done.",6,50,june,8,20,1,8,4,white-caucasian,male,2,5,no,4,18,1,6,2,100,25,2,5,4,15,3
1654019453242_e1d3p,37,1,1,1,1,1,1,no,6,5,Emily,8,20,1,8,3,white-caucasian,female,3,3,no,4,14,1,7,5,320,450,1,5,2,14,6
1654019465475_qjalu,31,3,3,3,3,3,2,no,6,50,emily,20,3,1,7,3,white-caucasian,female,1,2,no,6,19,1,7,4,200,300,1,5,2,10,4.16666666666667
1654019487924_alf5g,53,4,4,4,3,3,3,no,6,10,Emily,4,39,2,7,4,white-caucasian;american-indian-alaska-native,female,3,4,no,2,13,8,4,4,5,0,1,4,4,17,3.5
1654019491538_rdveq,34,2,2,2,2,1,1,"",6,10,Emily,4,39,2,8,3,white-caucasian,female,1,3,no,5,16,1,7,5,354,259,2,5,2,13,5.33333333333333
1654019504352_l2sfx,41,4,3,1,4,2,1,Not really. I love Covid and I'm a Libertarian.,6,50,June,8,20,1,7,5,white-caucasian,female,4,4,no,5,17,3,3,4,65,65,1,5,1,24,4.5
1654019530284_o0mvp,43,2,2,2,1,2,2,"",6,10,Emily,8,39,2,8,1,white-caucasian;american-indian-alaska-native,female,3,2,no,6,20,1,7,5,925,1200,1,5,1,14,5.16666666666667
1654019551208_ykjpr,51,3,3,3,3,3,1,"",6,50,Emily,8,10,2,8,3,white-caucasian,male,3,3,no,4,14,0,1,5,0,12,1,5,3,22,4.33333333333333
1654019579922_uuvpx,32,3,3,4,1,2,2,"",6,10,Emily,4,39,2,8,2,white-caucasian,male,3,3,no,5,16,7,4,1,0,0,0,1,1,9,4.5
1654019581752_rmx1h,36,1,1,2,1,1,1,none,6,10,Emily,8,20,2,8,1,white-caucasian,male,1,1,no,5,17,1,2,5,248,281,2,5,1,15,5.83333333333333
1654019584574_8hkv0,55,1,1,1,1,1,1,n/a,6,10,Emily,4,39,2,8,1,white-caucasian,male,1,1,no,5,16,3,4,5,10,3,2,5,1,12,6
1654019612970_1by3d,30,4,5,5,3,5,5,no,6,10,Emily,4,39,2,8,3,asian,female,1,2,no,6,4,4,7,4,500,450,2,5,3,27,2.5
1654019635341_t2hn8,55,3,3,3,2,2,2,No,6,10,Emily,4,39,2,8,3,white-caucasian,female,1,1,no,5,19,1,6,4,1670,275,2,5,2,27,4.5
1654019669778_22qox,42,3,3,2,3,3,2,"",6,10,Emily,4,39,2,8,5,white-caucasian,female,2,6,no,3,14,4,4,1,5,25,1,5,5,9,4.33333333333333
1654019686449_ngq7l,34,3,5,4,2,3,3,No,6,10,Emily,8,39,2,8,5,white-caucasian,female,2,5,no,4,4,7,4,5,354,354,1,4,5,26,3.66666666666667
1654019694612_lsfuq,39,3,3,2,2,1,1,Thank you,6,50,Emily,8,39,1,8,3,white-caucasian,male,3,3,no,5,16,1,5,1,80,120,2,5,2,15,5
1654019716752_iwuvv,45,4,5,2,2,2,3,no,1,10,Emily,8,20,1,8,5,black-african-american,female,3,5,no,6,19,5,5,5,1200,405,2,5,4,21,4
1654019717850_thddg,23,4,2,3,3,3,3,N/A,1,50,Emily,8,80,1,7,1,black-african-american,female,3,3,no,3,13,0,1,3,300,500,1,5,2,15,4
1654019729748_65pv3,39,5,3,5,5,5,4,no,6,10,Emily,4,39,2,8,2,black-african-american,female,1,3,no,6,26,,6,3,0,3,2,5,4,25,2.5
1654019773848_rdrd1,34,3,3,4,4,4,3,"",3,50,emily,8,39,1,8,4,white-caucasian,male,2,5,no,5,16,4,4,3,156,200,2,5,4,21,3.5
1654019774019_7dkw5,64,5,2,1,5,1,1,"",6,50,Emily,8,39,1,8,5,other,female,3,3,no,4,14,1,2,5,40,30,2,5,1,9,4.5
1654019803035_xbvbh,23,5,3,3,4,3,2,"",6,50,Emily,8,39,1,8,2,white-caucasian,female,3,4,no,5,5,1,4,1,0,0,0,1,4,6,3.66666666666667
1654019812399_xlq63,45,1,1,2,1,1,1,no,6,10,Emily,8,39,2,8,2,white-caucasian,female,1,2,no,6,13,4,4,3,10,15,2,2,2,15,5.83333333333333
1654019812886_sswp2,35,2,2,2,1,1,1,"",6,10,Emily,24,39,2,8,1,white-caucasian;other,female,4,1,no,4,15,5,4,5,612,852,2,5,1,14,5.5
1654019828520_8d3zy,30,4,4,2,3,3,2,"No, thanks",6,50,Emily,4,39,2,8,4,white-caucasian,female,3,3,no,6,28,8,5,5,100,130,1,5,2,8,4
1654019862281_tsmru,30,1,1,1,1,1,1,"",6,10,emily,4,20,2,8,1,white-caucasian,female,1,1,no,4,16,1,4,5,70,70,2,5,1,14,6
1654019868389_r5n1c,56,4,4,4,4,3,3,Thank you,6,50,June,8,20,1,7,4,white-caucasian,female,2,4,no,4,14,5,5,4,205,35,2,3,4,15,3.33333333333333
1654019870272_42y66,24,2,2,3,2,1,1,"",1,50,Emily,8,20,2,8,5,white-caucasian,male,2,5,no,5,18,5,5,1,80,100,1,5,3,5,5.16666666666667
1654019969798_w7q5z,49,4,4,3,3,3,1,"",1,10,Emily,4,39,2,8,3,white-caucasian,male,3,4,no,5,17,5,5,2,1500,1000,2,5,3,20,4
1654020039363_jqavp,44,5,5,5,5,4,3,"",6,50,June,8,20,1,7,4,white-caucasian,female,3,4,no,5,5,7,5,4,100,2,0,4,4,8,2.5
1654020039572_f0tqz,27,2,2,2,1,1,2,No.,1,10,Emily,8,20,2,8,4,white-caucasian,female,4,3,yes,6,8,8,5,1,500,700,1,5,3,9,5.33333333333333
1654020058936_t3dhj,28,5,5,3,5,5,5,none at this time ,1,50,emily,24,4,2,8,3,white-caucasian,female,3,4,no,4,13,3,3,2,1100,2500,1,5,3,11,2.33333333333333
1654020169650_fycsv,43,3,5,3,2,2,3,no thank you,2,10,emily,8,20,2,8,4,white-caucasian,male,2,5,no,2,12,2,3,5,360,200,2,5,5,15,4
1654020172413_f7phr,31,3,2,2,2,1,1,no,6,10,Emily,8,20,2,8,3,white-caucasian,female,3,3,no,5,20,0,2,5,2,23,1,5,1,12,5.16666666666667
1654020250120_t3kds,27,3,3,4,3,2,3,no,2,10,Emily,4,39,2,8,4,white-caucasian,male,2,4,no,2,14,6,6,4,1500,150,2,5,3,6,4
1654020358389_m5r1v,21,4,3,2,2,2,3,no,6,10,June,4,39,2,8,3,white-caucasian,female,1,2,no,5,17,1,7,5,800,900,2,5,1,8,4.33333333333333
1654020358461_zsrea,68,2,2,1,1,1,1,no,6,50,Emily,20,20,2,8,2,white-caucasian,female,3,3,no,6,22,3,5,1,150,10,2,5,1,20,5.66666666666667
1654020363340_lpq7v,27,3,3,2,3,3,2,no,6,50,Emily,8,20,1,8,1,other,female,3,3,no,6,10,8,3,5,5000,150,2,5,1,7,4.33333333333333
1654020521700_h0jq2,64,3,3,2,2,2,2,"",6,50,unknown or June,4,20,2,8,2,white-caucasian,female,1,2,no,5,17,3,4,4,10,20,2,5,2,18,4.66666666666667
1654020576848_27fjv,34,1,2,2,1,1,2,"",6,500,June,8,20,1,8,4,white-caucasian,female,1,3,no,4,24,1,8,4,987,1100,2,5,1,9,5.5
1654020640440_lf9j2,39,1,1,1,1,1,1,No,6,10,Emily,4,39,2,8,2,white-caucasian,female,1,3,no,4,14,2,3,5,1000,1000,2,5,2,28,6
1654020641218_eobp0,29,2,2,2,2,2,2,None,3,10,Emily,4,39,2,8,2,american-indian-alaska-native,male,3,4,no,2,12,8,5,5,4,2,2,5,4,16,5
1654020658951_fmwwd,28,3,2,2,3,2,2,Thank you and have a great day!,6,10,Emily,4,39,2,8,1,white-caucasian,female,1,1,no,4,14,4,3,4,540,250,2,5,1,15,4.66666666666667
1654020677505_qyxys,27,4,3,4,3,4,5,no comment,6,10,June,8,39,2,7,4,"",male,2,5,no,4,15,4,5,1,0,2,2,5,4,11,3.16666666666667
1654020680014_aewwc,35,4,4,4,4,4,3,"",1,50,Emily,4,39,2,8,4,white-caucasian,male,2,5,yes,5,16,5,7,4,200,20,1,5,4,5,3.16666666666667
1654020711954_beeks,45,4,4,4,4,3,3,"",6,10,Emily,8,6,1,8,3,white-caucasian,female,3,3,no,2,13,3,2,1,1000,1000,1,5,3,7,3.33333333333333
1654020745328_lgs5n,33,2,2,3,1,1,1,No,6,10,Emily,4,39,2,8,4,white-caucasian,male,2,5,no,4,12,4,6,4,50,100,1,4,4,13,5.33333333333333
1654020751178_9c1eb,34,4,3,3,3,4,4,"Yes, when will that monkey-pox vaccine available?",3,10,Emily,20,39,2,8,3,prefer-not-to-say,male,3,4,no,0,0,5,5,3,1,1,0,2,3,5,3.5
